movie_id,name,cleaned_genre,year,summary,embeddings_1024
13,Balto ,"Animation,Children's",1995,"Balto is an inspiring animated adventure film based on a true story, following a heroic half-wolf dog who leads a sled team to deliver medicine during a deadly epidemic.","[-0.03866206 -0.01421446 -0.0135669  ... -0.01012121  0.01080075
 -0.0672189 ]"
14,Nixon ,Drama,1995,"""Nixon"" is a gripping political drama directed by Oliver Stone, exploring the rise and fall of President Richard Nixon with an exceptional performance by Anthony Hopkins.","[-0.02307871  0.01954325 -0.0225222  ... -0.03512547  0.02605766
 -0.01851207]"
15,Cutthroat Island ,"Action,Adventure,Romance",1995,"""Cutthroat Island is a swashbuckling adventure film filled with action, treasure hunts, and pirate battles, but falls short in terms of storytelling and character development.""","[-0.01199065  0.03970829 -0.01958838 ... -0.02248052  0.00841065
 -0.01688384]"
16,Casino ,"Drama,Thriller",1995,"""Casino"" is a gripping crime drama directed by Martin Scorsese, exploring the dark underbelly of Las Vegas through the eyes of a casino executive and his mob connections.","[ 0.00634046  0.01050751 -0.02640062 ... -0.01589311 -0.00914913
 -0.00650027]"
17,Sense and Sensibility ,"Drama,Romance",1995,"Sense and Sensibility (1995) is a beautifully crafted period drama that explores the complexities of love, family, and societal expectations with exquisite performances and stunning cinematography.","[-0.04561819  0.09217009 -0.02265904 ... -0.0628584   0.01333865
  0.02252565]"
18,Four Rooms ,Thriller,1995,"""Four Rooms is a quirky anthology film that follows a bellboy's misadventures in four different hotel rooms, filled with bizarre and comedic encounters.""","[-0.04355435 -0.00180127 -0.02247484 ... -0.02906945 -0.00214491
 -0.01107961]"
19,Ace Ventura: When Nature Calls ,Comedy,1995,Ace Ventura: When Nature Calls is a hilarious and zany comedy sequel where Jim Carrey's eccentric detective embarks on a wild adventure to rescue a sacred animal.,"[ 0.01771389  0.03517291 -0.02937448 ... -0.02744697  0.03925093
  0.03670216]"
20,Money Train ,Action,1995,"""Money Train"" is a thrilling action-comedy film about two New York City transit cops who plan to rob the subway train that collects millions of dollars in fares.","[-0.02491015  0.01883778 -0.00272586 ... -0.04945126  0.02912055
  0.03427033]"
21,Get Shorty ,"Action,Comedy,Drama",1995,"""Get Shorty"" is a witty crime-comedy film about a mobster turned Hollywood producer, blending humor and suspense with stellar performances from its cast.","[-0.01137921  0.03621674 -0.01373404 ... -0.02632048  0.00944914
  0.02265409]"
22,Copycat ,"Crime,Drama,Thriller",1995,"""Copycat (1995) is a gripping psychological thriller about a serial killer who targets a renowned criminal psychologist, testing her sanity and survival skills.""","[-0.01099237 -0.00653897 -0.02554433 ...  0.01873878  0.06300622
 -0.03153447]"
23,Assassins ,Thriller,1995,"Assassins (1995) is a thrilling action film about two rival hitmen, played by Sylvester Stallone and Antonio Banderas, who find themselves in a deadly game of cat and mouse.","[-0.00130798  0.02679317 -0.03493791 ... -0.00843164  0.05639156
  0.04794399]"
24,Powder ,"Drama,Sci-Fi",1995,"""Powder (1995) is a thought-provoking drama about an extraordinary young man with supernatural abilities who challenges societal norms and explores the meaning of humanity.""","[-0.03317     0.03576529 -0.02803273 ...  0.00624382  0.05503446
 -0.00772811]"
25,Leaving Las Vegas ,"Drama,Romance",1995,"""Leaving Las Vegas (1995) is a haunting and raw portrayal of self-destruction as an alcoholic screenwriter finds solace in a prostitute while spiraling into oblivion.""","[ 0.00277484  0.00991606 -0.01983213 ... -0.0293932  -0.03556214
 -0.0339213 ]"
26,Othello ,Drama,1995,"""Othello (1995) is a gripping adaptation of Shakespeare's tragedy, exploring themes of jealousy and manipulation with powerful performances by Laurence Fishburne and Kenneth Branagh.""","[-0.00500424  0.01118688 -0.02213489 ... -0.00914856  0.02369548
 -0.03547952]"
27,Now and Then ,Drama,1995,"""Now and Then"" is a heartwarming coming-of-age film that follows four childhood friends as they reminisce about their adventures and navigate the challenges of growing up.","[-0.04029474  0.05963484 -0.02705209 ... -0.01122447  0.01254702
 -0.03916113]"
28,Persuasion ,Romance,1995,"""Persuasion (1995) is a captivating adaptation of Jane Austen's novel, exploring love, regret, and second chances with a beautifully restrained performance by Amanda Root.""","[-0.0250236   0.05749557 -0.03333422 ... -0.03410475  0.07077789
 -0.00892521]"
29,"City of Lost Children, The ","Adventure,Sci-Fi",1995,City of Lost Children (1995) is a visually stunning and darkly imaginative French film that explores the power of dreams and the blurred lines between reality and fantasy.,"[-0.00761112  0.0378935  -0.022094   ... -0.03770372 -0.01586276
  0.01114189]"
30,Shanghai Triad (Yao a yao yao dao waipo qiao) ,Drama,1995,"""Shanghai Triad is a gripping crime drama set in 1930s Shanghai, exploring the dark underworld of gangsters and their treacherous alliances.""","[ 0.00056645  0.0008576  -0.01865004 ... -0.0398714  -0.00644418
 -0.0428554 ]"
31,Dangerous Minds ,Drama,1995,Dangerous Minds is a compelling drama that follows an inspiring teacher as she transforms the lives of troubled inner-city students.,"[-0.02010819  0.00878132 -0.01404851 ... -0.01676216 -0.00897344
 -0.04258581]"
32,Twelve Monkeys ,"Drama,Sci-Fi",1995,"""Twelve Monkeys is a mind-bending sci-fi thriller where a time traveler from a post-apocalyptic future tries to prevent a deadly virus outbreak in the past.""","[-0.0331493   0.04609874 -0.01525279 ... -0.04986642  0.01087563
  0.01625804]"
33,Wings of Courage ,"Adventure,Romance",1995,"""Wings of Courage (1995) is a visually stunning IMAX film that tells the true story of aviation pioneers and their daring adventures in the early days of flight.""","[-0.03379515  0.01539956 -0.02455028 ... -0.04677222 -0.01170161
 -0.02484132]"
34,Babe ,"Children's,Comedy,Drama",1995,"""Babe is a heartwarming family film about a pig who defies expectations and becomes a sheep-herding champion.""","[-0.0506189   0.02652691 -0.01003118 ... -0.00797351  0.05295094
 -0.02325177]"
35,Carrington ,"Drama,Romance",1995,"""Carrington"" is a poignant and unconventional love story set in 1920s England, exploring the complex relationship between artist Dora Carrington and writer Lytton Strachey.","[-0.0160457   0.04842947 -0.01871138 ... -0.04402679  0.02849703
 -0.05259137]"
36,Dead Man Walking ,Drama,1995,"""Dead Man Walking"" (1995) is a powerful and thought-provoking drama that explores the complexities of capital punishment through the eyes of a nun counseling a death row inmate.","[-0.03450486  0.0482038  -0.01823092 ... -0.01502935  0.01907209
 -0.00472511]"
37,Across the Sea of Time ,Documentary,1995,Across the Sea of Time (1995) is a visually stunning IMAX film that follows a young Russian boy's journey to find his long-lost relatives in America.,"[-0.03968976  0.00279853 -0.02600423 ... -0.06052083  0.02292456
 -0.03529517]"
38,It Takes Two ,Comedy,1995,"""It Takes Two"" is a heartwarming 1995 comedy about two identical girls who switch lives to bring their mismatched guardians together.","[-0.04474065  0.00728866 -0.02030412 ...  0.00582035  0.02316752
  0.00686159]"
39,Clueless ,"Comedy,Romance",1995,"""Clueless (1995) is a hilarious and iconic teen comedy that follows the fashionable and witty Cher as she navigates high school life and love in Beverly Hills.""","[-0.04816702  0.03720838 -0.02790629 ... -0.03692168  0.0271258
  0.02529406]"
40,"Cry, the Beloved Country ",Drama,1995,"""Cry, the Beloved Country"" (1995) is a poignant and powerful drama set in apartheid-era South Africa, exploring racial tensions and the search for justice and reconciliation.","[-0.00374051 -0.01133335 -0.01330803 ... -0.06430388  0.01043883
 -0.04128275]"
41,Richard III ,"Drama,War",1995,"Richard III (1995) is a gripping adaptation of Shakespeare's play, featuring Ian McKellen's mesmerizing performance as the power-hungry and manipulative Richard.","[ 0.04484691  0.00873302 -0.02779526 ... -0.02280716  0.03545392
  0.0028413 ]"
42,Dead Presidents ,"Action,Crime,Drama",1995,"""Dead Presidents is a gritty and intense crime drama set in the 1960s, following a Vietnam War veteran's descent into criminal activities.""","[-0.01111312  0.01495664 -0.01789441 ... -0.03966383 -0.00134976
 -0.00880543]"
43,Restoration ,Drama,1995,Restoration (1995) is a visually stunning period drama that follows the rise and fall of a talented but flawed physician in 17th century England.,"[-0.01255635  0.03705568 -0.01946596 ... -0.02170301  0.01629079
 -0.06750844]"
44,Mortal Kombat ,"Action,Adventure",1995,"""Mortal Kombat (1995) is a cheesy yet entertaining adaptation of the popular video game, filled with over-the-top action and iconic characters.""","[-0.01290119  0.0344965  -0.02343833 ... -0.0067461   0.00372494
 -0.02342278]"
45,To Die For ,"Comedy,Drama",1995,To Die For (1995) is a darkly comedic thriller about a manipulative woman who will stop at nothing to become a famous television personality.,"[-0.01512136 -0.01228937 -0.0202264  ...  0.00068331  0.01667896
 -0.03031725]"
46,How to Make an American Quilt ,"Drama,Romance",1995,"How to Make an American Quilt (1995) is a heartwarming drama about love, friendship, and the power of storytelling, woven together through the creation of a beautiful quilt.","[-0.03705278  0.06837701 -0.02786576 ... -0.02125355  0.04104449
 -0.05731602]"
47,Seven (Se7en) ,"Crime,Thriller",1995,"""Seven (Se7en) is a dark and gripping crime thriller that follows two detectives as they hunt down a serial killer who uses the seven deadly sins as his motive.""","[ 0.00510417  0.00714584 -0.01373335 ... -0.04996672 -0.01470002
 -0.00910001]"
48,Pocahontas ,"Animation,Children's,Musical,Romance",1995,"""Pocahontas"" (1995) is a visually stunning Disney animated film that tells a fictionalized tale of love and understanding between a Native American princess and an English explorer.","[-0.02471768  0.05524124 -0.03346919 ... -0.03793744  0.02957015
 -0.00079199]"
49,When Night Is Falling ,"Drama,Romance",1995,When Night Is Falling (1995) is a sensual and thought-provoking drama about a woman's journey of self-discovery through an unexpected same-sex romance.,"[-0.01647638  0.06323147 -0.03049068 ... -0.01085925  0.01904444
 -0.00295939]"
50,"Usual Suspects, The ","Crime,Thriller",1995,"A gripping crime thriller that follows a group of criminals who are brought together for a heist, only to be caught up in a web of deception and mystery.","[ 0.00021552  0.01793228 -0.00761771 ... -0.01496386  0.02312937
 -0.01306294]"
51,Guardian Angel ,"Action,Drama,Thriller",1994,"""Guardian Angel (1994) is a heartwarming drama about a troubled teenager who finds redemption and guidance through an unlikely friendship with a mysterious guardian angel.""","[ 0.00236882  0.03478594 -0.01864228 ...  0.02266603  0.0491611
  0.015446  ]"
52,Mighty Aphrodite ,Comedy,1995,"""Mighty Aphrodite"" is a charming and witty romantic comedy directed by Woody Allen, exploring the complexities of love and relationships with a touch of Greek mythology.","[-0.04272981  0.04960587 -0.011588   ... -0.04306747  0.04337444
  0.00890972]"
53,Lamerica ,Drama,1994,"""Lamerica (1994) is a powerful Italian drama that explores the harsh realities of post-communist Albania through the journey of two con men.""","[-0.04519093  0.0546323  -0.02723215 ... -0.03628714  0.03008808
 -0.00780341]"
54,"Big Green, The ","Children's,Comedy",1995,"""Big Green, The (1995) is a heartwarming family sports comedy about a group of misfit kids who form a soccer team and defy all odds to win the championship.""","[ 0.01063793  0.07783436 -0.02917931 ... -0.00623618  0.03720277
 -0.00101472]"
55,Georgia ,Drama,1995,"""Georgia (1995) is a raw and emotionally charged drama that explores the complex relationship between two talented sisters in the world of music.""","[-0.00592913  0.00931836 -0.02841177 ... -0.03410054  0.00066252
 -0.01475072]"
56,Kids of the Round Table ,"Adventure,Children's,Fantasy",1995,"""Kids of the Round Table (1995) is a family adventure film that follows a group of children who embark on a magical quest to save King Arthur and Camelot.""","[-0.02548838  0.02871052 -0.03748023 ... -0.04313418  0.00622771
 -0.00146383]"
57,Home for the Holidays ,Drama,1995,"""Home for the Holidays"" is a heartwarming and hilarious Thanksgiving comedy that explores family dynamics and the chaos that ensues when everyone comes together under one roof.","[-0.05471201  0.03444952 -0.03024595 ... -0.00575116  0.03763503
 -0.05530313]"
58,"Postino, Il (The Postman) ","Drama,Romance",1994,"Il Postino is a heartwarming Italian film about a shy postman who befriends the famous poet Pablo Neruda, leading to unexpected personal and political transformations.","[-2.09684353e-02  5.59648444e-02 -1.30207224e-02 ... -1.66251310e-03
  8.55794467e-03 -4.12124523e-05]"
59,"Confessional, The (Le Confessionnal) ","Drama,Mystery",1995,"Confessional (Le Confessionnal) is a thought-provoking Canadian drama that explores themes of guilt, redemption, and the power of confession within a small Quebec town.","[-0.04093708  0.04985407 -0.02840908 ... -0.00715754 -0.01469277
 -0.01387292]"
60,"Indian in the Cupboard, The ","Adventure,Children's,Fantasy",1995,Indian in the Cupboard is a heartwarming fantasy film about a young boy who discovers a magical cupboard that brings his toys to life.,"[-0.03422949  0.02965586 -0.01853694 ... -0.0149249   0.03303356
 -0.07123872]"
61,Eye for an Eye ,"Drama,Thriller",1996,Eye for an Eye (1996) is a gripping thriller that follows a mother's relentless pursuit of justice after her daughter is brutally assaulted.,"[-0.03766915 -0.02329907 -0.009053   ... -0.02729851  0.03441379
  0.00303058]"
62,Mr. Holland's Opus ,Drama,1995,"""Mr. Holland's Opus is a heartwarming drama about a passionate music teacher who inspires generations of students through his love for music.""","[-0.02428076  0.04198161 -0.02786418 ... -0.03391892  0.03629757
 -0.02196389]"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,Comedy,1996,"""Don't Be a Menace to South Central While Drinking Your Juice in the Hood"" is a hilarious parody of '90s hood movies, filled with clever jokes and cultural references.","[ 0.00691435  0.04733727 -0.0138507  ... -0.01872667  0.03836255
  0.03604554]"
64,Two if by Sea ,"Comedy,Romance",1996,"""Two if by Sea"" is a 1996 romantic comedy about a couple who attempt to steal a valuable painting while dealing with relationship issues.","[-0.06524535  0.03601164 -0.0240711  ... -0.01452184  0.00637805
 -0.01430805]"
65,Bio-Dome ,Comedy,1996,"""Bio-Dome is a mindless comedy about two dim-witted slackers who accidentally get trapped inside an eco-dome and wreak havoc on the environment.""","[-0.00757658  0.04295026 -0.02942647 ... -0.03138172  0.01058277
  0.00903487]"
66,Lawnmower Man 2: Beyond Cyberspace ,"Sci-Fi,Thriller",1996,"Lawnmower Man 2: Beyond Cyberspace (1996) is a disappointing sequel that fails to capture the charm and excitement of its predecessor, with a weak plot and lackluster performances.","[-0.00237012 -0.01270667 -0.02452222 ... -0.06072796  0.07326961
 -0.03643678]"
67,Two Bits ,Drama,1995,"""Two Bits"" is a heartwarming coming-of-age drama set in 1930s Philadelphia, following a young boy's quest to buy a movie ticket with his last two cents.","[ 0.02362809  0.03699197 -0.01237087 ...  0.00528523  0.01515501
  0.00048751]"
68,French Twist (Gazon maudit) ,"Comedy,Romance",1995,French Twist (Gazon maudit) is a hilarious and provocative French comedy about a love triangle that challenges traditional gender roles.,"[-0.02031666  0.03656999 -0.01904058 ... -0.02861123  0.00651896
  0.01749584]"
69,Friday ,Comedy,1995,"""Friday (1995) is a hilarious and iconic comedy that follows two friends as they navigate a day filled with neighborhood shenanigans and unexpected encounters.""","[-0.02152484  0.0483581  -0.02107961 ... -0.00615607 -0.0007267
  0.01389611]"
70,From Dusk Till Dawn ,"Action,Comedy,Crime,Horror,Thriller",1996,"""From Dusk Till Dawn is a wild and genre-bending ride, blending crime thriller with horror elements, as two brothers encounter bloodthirsty vampires in a Mexican strip club.""","[ 0.02174723  0.03027963 -0.01130469 ... -0.0256864  -0.03198908
  0.01478306]"
71,Fair Game ,Action,1995,"""Fair Game (1995) is a thrilling action film starring Cindy Crawford and William Baldwin, filled with high-stakes espionage and intense cat-and-mouse chase sequences.""","[-0.01694328 -0.01949152 -0.03071391 ... -0.01444566 -0.00653514
 -0.01955902]"
72,Kicking and Screaming ,"Comedy,Drama",1995,"""Kicking and Screaming is a witty and relatable coming-of-age comedy that follows a group of college graduates struggling with post-graduation anxieties.""","[-0.01410319  0.05922495 -0.02473353 ... -0.01188395  0.01018988
 -0.00028323]"
73,"Misérables, Les ","Drama,Musical",1995,"Les Misérables (1995) is a powerful and emotionally charged adaptation of Victor Hugo's classic novel, showcasing themes of love, redemption, and social injustice.","[-0.02425622  0.06348272 -0.0174601  ... -0.03648612  0.02554028
 -0.02137491]"
74,Bed of Roses ,"Drama,Romance",1996,"""Bed of Roses is a heartwarming romantic drama that explores the power of love and healing, with a touch of melancholy.""","[-0.03430965  0.04670011 -0.02157325 ... -0.05478222 -0.00566848
 -0.00645468]"
75,Big Bully ,"Comedy,Drama",1996,"""Big Bully is a forgettable comedy that fails to deliver laughs or a compelling story, despite the talented cast.""","[-0.02981234  0.01538701 -0.01619686 ... -0.01617155  0.02893501
 -0.01188613]"
76,Screamers ,"Sci-Fi,Thriller",1995,"""Screamers (1995) is a thrilling sci-fi horror film set on a desolate planet where deadly robotic creatures known as 'screamers' hunt down humans.""","[-0.00428263  0.00107262 -0.03234719 ... -0.05597224  0.04103794
  0.04169681]"
77,Nico Icon ,Documentary,1995,"""Nico Icon (1995) is a captivating documentary that explores the enigmatic life and influential career of the iconic German singer and actress, Nico.""","[-0.00027649  0.01235321 -0.04312203 ...  0.01373263 -0.01567435
 -0.01152732]"
78,"Crossing Guard, The ",Drama,1995,"""The Crossing Guard (1995) is a gripping drama directed by Sean Penn, exploring the emotional aftermath of a man seeking revenge for his daughter's death.""","[-0.00075927  0.03841174 -0.01436308 ... -0.0106938   0.03903981
  0.0188753 ]"
79,"Juror, The ","Drama,Thriller",1996,"A gripping courtroom drama where a juror, played by Demi Moore, fights against the odds to uncover the truth and save an innocent man.","[-0.00446588 -0.00810609 -0.00966386 ... -0.00497022  0.03959906
 -0.01234013]"
80,"White Balloon, The (Badkonake Sefid ) ",Drama,1995,"""The White Balloon (Badkonake Sefid) is a heartwarming Iranian film about a young girl's quest to buy a goldfish for the Iranian New Year.""","[-0.05858211 -0.01446535 -0.00378579 ... -0.00590283  0.01458547
 -0.01068171]"
81,Things to Do in Denver when You're Dead ,"Crime,Drama,Romance",1995,"""Things to Do in Denver when You're Dead"" is a gritty crime drama about a group of ex-criminals forced into one last dangerous job.","[ 0.01031359  0.01168558 -0.01782012 ... -0.00702554 -0.01599868
 -0.00961182]"
82,Antonia's Line (Antonia) ,Drama,1995,Antonia's Line is a heartwarming Dutch film that follows the life of a strong-willed woman and her eccentric family in a small rural village.,"[-0.0241083   0.02328991 -0.0210564  ... -0.04081702  0.00837141
  0.01317943]"
83,Once Upon a Time... When We Were Colored ,Drama,1995,"""Once Upon a Time... When We Were Colored"" is a heartfelt and nostalgic drama that beautifully captures the joys and struggles of an African-American family in the 1940s South.","[-0.02048632  0.02385793 -0.01494971 ... -0.04093842  0.03436637
 -0.05541747]"
84,Last Summer in the Hamptons ,"Comedy,Drama",1995,"""Last Summer in the Hamptons"" is a charming and witty comedy-drama that explores the dynamics of a dysfunctional artistic family during their final summer together.","[-0.08349179  0.04171179 -0.02199845 ... -0.02087295  0.02890494
 -0.03523163]"
85,Angels and Insects ,"Drama,Romance",1995,"""Angels and Insects (1995) is a visually stunning period drama exploring love, betrayal, and the complexities of Victorian society through entomology and forbidden relationships.""","[-0.06700694  0.08238958 -0.0244169  ... -0.04314814  0.03802059
  0.0179813 ]"
86,White Squall ,"Adventure,Drama",1996,"""White Squall (1996) is a thrilling and emotional adventure film based on a true story, depicting the harrowing journey of a group of young sailors facing a deadly storm at sea.""","[-0.04574707  0.02504437 -0.01170812 ... -0.05264265 -0.00709511
 -0.03661681]"
87,Dunston Checks In ,"Children's,Comedy",1996,"""Dunston Checks In"" is a family comedy about a mischievous orangutan causing chaos in a luxurious hotel, leading to hilarious and heartwarming adventures.","[-0.04936197  0.07628669 -0.02901996 ... -0.00288302 -0.00155081
 -0.01611853]"
88,Black Sheep ,Comedy,1996,"""Black Sheep (1996) is a hilarious comedy that follows two brothers, one a bumbling politician and the other an accidental troublemaker, on a wild and chaotic campaign trail.""","[ 0.00380731  0.02519238 -0.02060577 ... -0.00996314  0.02458083
 -0.01984133]"
89,Nick of Time ,"Action,Thriller",1995,"""Nick of Time is a tense thriller that unfolds in real-time, as a man is forced to assassinate a politician to save his kidnapped daughter.""","[ 0.01739747 -0.02076315 -0.00958487 ...  0.0266978   0.02811237
  0.02055178]"
90,"Journey of August King, The ",Drama,1995,"Set in the 19th century, The Journey of August King is a poignant and beautifully shot drama about a man's life-changing encounter with a runaway slave.","[ 0.01861828  0.06479545 -0.00598845 ... -0.02571629  0.02310461
 -0.04729875]"
92,Mary Reilly ,"Drama,Thriller",1996,"""Mary Reilly (1996) is a dark and atmospheric thriller that explores the complex relationship between a maid and her enigmatic employer, Dr. Jekyll.""","[-0.02005587  0.02331855 -0.01223504 ...  0.00115953  0.06413401
  0.01574562]"
93,Vampire in Brooklyn ,"Comedy,Romance",1995,"""Vampire in Brooklyn (1995) is a horror-comedy film directed by Wes Craven, following a vampire's quest for love and power in modern-day Brooklyn.""","[-0.02232072  0.01874181 -0.03169893 ... -0.02670306  0.01522133
  0.02180945]"
94,Beautiful Girls ,Drama,1996,"""Beautiful Girls is a heartwarming and relatable coming-of-age film that explores the complexities of love, friendship, and the challenges of adulthood.""","[-0.00783226  0.07300163 -0.02236131 ... -0.02811325  0.02801379
 -0.03742908]"
95,Broken Arrow ,"Action,Thriller",1996,"""Broken Arrow (1996) is a high-octane action thriller about a rogue Air Force pilot who steals nuclear weapons, leading to a deadly game of cat and mouse.""","[-0.03165918 -0.0440136  -0.02096035 ... -0.04110852  0.0100897
 -0.04707487]"
96,In the Bleak Midwinter ,Comedy,1995,In the Bleak Midwinter is a heartwarming comedy-drama about a group of struggling actors who come together to stage a Christmas play in a small village.,"[-0.00478511  0.04047732 -0.02166809 ... -0.00487663  0.01905328
 -0.03995435]"
97,"Hate (Haine, La) ",Drama,1995,"""Hate (La Haine) is a gritty and intense French film that explores the lives of three friends in the aftermath of a violent riot.""","[-0.02021188  0.00938541 -0.02148667 ... -0.03079818  0.01039231
 -0.00539014]"
98,Shopping ,"Action,Thriller",1994,"""Shopping (1994) is a gritty and intense film that explores the dangerous world of joyriding and consumerism, with a standout performance by Jude Law.""","[-0.01950667  0.03053722 -0.02081706 ... -0.00714083  0.0310846
 -0.05331159]"
99,Heidi Fleiss: Hollywood Madam ,Documentary,1995,"""Heidi Fleiss: Hollywood Madam"" is a revealing documentary that explores the scandalous life of infamous madam Heidi Fleiss and her connections to high-profile clients in Hollywood.","[-0.01700804 -0.01855121 -0.02555354 ... -0.00331242  0.01212964
 -0.00843765]"
100,City Hall ,"Drama,Thriller",1996,"""City Hall (1996) is a gripping political drama that explores corruption and morality within the walls of New York City's government.""","[-0.00586407 -0.00730303 -0.02748056 ...  0.01705911 -0.01324326
  0.00882617]"
101,Bottle Rocket ,Comedy,1996,"""Bottle Rocket (1996) is a quirky and offbeat comedy about three friends who embark on a series of inept heists.""","[-0.04765148 -0.01156249 -0.02024047 ...  0.02266867  0.01947453
 -0.00496641]"
102,Mr. Wrong ,Comedy,1996,"""Mr. Wrong (1996) is a cringe-worthy romantic comedy that fails to deliver laughs or a compelling storyline, wasting the talents of its cast.""","[-0.02655332 -0.00133801 -0.02910153 ... -0.01069599  0.01741547
 -0.00306353]"
103,Unforgettable ,Thriller,1996,Unforgettable (1996) is a psychological thriller about a medical researcher who uses experimental technology to relive the memories of murder victims.,"[-0.00079707  0.0068833  -0.02639815 ... -0.00284169  0.01997698
 -0.01712313]"
104,Happy Gilmore ,Comedy,1996,"""Happy Gilmore is a hilarious sports comedy about an aspiring hockey player turned golfer, played by Adam Sandler, who brings his unconventional style to the golf course.""","[ 0.00983122  0.05494963 -0.0213332  ... -0.04331615  0.03186831
 -0.01806902]"
105,"Bridges of Madison County, The ","Drama,Romance",1995,"""Bridges of Madison County"" is a heartfelt romantic drama about an unexpected love affair that forever changes the lives of a photographer and a housewife.","[-0.01430953  0.01959623 -0.02164889 ... -0.02111727 -0.01605208
 -0.02438084]"
106,Nobody Loves Me (Keiner liebt mich) ,"Comedy,Drama",1994,"""Nobody Loves Me (Keiner liebt mich) is a quirky German comedy about a socially awkward woman's quest for love and acceptance.""","[-0.01889618  0.01762109 -0.01232591 ... -0.02307566 -0.01414114
  0.00674294]"
107,Muppet Treasure Island ,"Adventure,Children's,Comedy,Musical",1996,"""Muppet Treasure Island is a delightful and hilarious adventure film that combines the charm of the Muppets with a swashbuckling pirate tale.""","[ 0.0185477   0.06446589 -0.02960293 ... -0.02532151  0.00876926
 -0.00873867]"
108,Catwalk ,Documentary,1995,"""Catwalk (1995) is a captivating documentary that takes viewers behind the scenes of the glamorous and cutthroat world of high fashion modeling.""","[-0.02806566 -0.01117318 -0.03220958 ... -0.00622445  0.02333953
 -0.07883727]"
109,Headless Body in Topless Bar ,Comedy,1995,"""Headless Body in Topless Bar"" is a gritty crime thriller that follows the shocking aftermath of a violent crime committed in a seedy New York City strip club.","[ 0.06642167 -0.0050353  -0.0097298  ... -0.03045036  0.02544062
  0.02941093]"
110,Braveheart ,"Action,Drama,War",1995,"""Braveheart, a historical epic directed by Mel Gibson, tells the inspiring story of Scottish warrior William Wallace's fight for freedom against English oppression.""","[ 0.0056527   0.03020687 -0.01680489 ... -0.04773749  0.0071445
 -0.02923922]"
