user,history_item_id,history_rating,item_id,rating
1058,"[3793, 2987, 3897, 1208, 3534, 1250, 2804, 2583, 3863, 1673, 1175, 1293, 1653, 1408, 3556, 3831, 522, 3861, 1441, 3826]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3593,0
1059,"[1193, 111, 1172, 994, 1234, 2329, 3819, 924, 2871, 3386, 3911, 1960, 2966, 953, 3471, 1090, 1096, 1258, 3456, 1082]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",457,0
106,"[1639, 357, 838, 2080, 3044, 902, 911, 2100, 933, 3685, 534, 2081, 915, 1210, 914, 1265, 1059, 440, 1183, 377]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2065,1
1060,"[44, 3438, 3697, 1591, 786, 558, 990, 2701, 1562, 3916, 3617, 3882, 3755, 3177, 3798, 3821, 3863, 3301, 3616, 3273]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",3825,1
1061,"[1282, 2946, 3489, 1953, 2804, 2133, 965, 537, 344, 2110, 317, 1982, 2107, 2987, 1023, 3114, 596, 2355, 2018, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",364,1
1062,"[2738, 2407, 3129, 2245, 2779, 367, 1220, 2539, 3614, 1958, 3052, 2469, 2870, 2671, 3263, 3501, 2109, 3448, 1083, 1409]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2918,1
1063,"[1860, 214, 913, 3334, 2922, 1201, 3681, 2951, 1304, 2943, 3745, 904, 924, 50, 2762, 3784, 1175, 29, 2997, 3793]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",2324,1
1064,"[3053, 1363, 2374, 465, 74, 2297, 1726, 1302, 3755, 3316, 2890, 2058, 3452, 50, 2028, 1617, 1197, 2997, 260, 2396]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1214,1
1065,"[2125, 1498, 224, 2620, 468, 339, 1735, 35, 539, 3259, 2316, 2062, 2671, 1821, 1835, 2558, 1888, 2424, 597, 587]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",266,1
1066,"[11, 2369, 3685, 587, 539, 597, 2340, 1409, 3528, 7, 380, 2316, 2724, 3244, 3524, 105, 252, 1457, 736, 3269]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",3257,0
1067,"[994, 3659, 1231, 1242, 1294, 1103, 162, 111, 1136, 1214, 29, 2010, 1199, 3703, 2664, 1270, 1301, 3658, 3471, 3175]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1748,1
1068,"[1327, 1717, 382, 1947, 938, 587, 1453, 2428, 1249, 1047, 18, 3686, 61, 540, 1408, 3508, 590, 553, 368, 2478]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3869,1
1069,"[672, 3165, 3218, 193, 179, 2392, 2326, 2882, 3436, 3050, 2426, 209, 202, 1601, 2386, 386, 3495, 92, 3915, 3913]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",2769,0
107,"[1942, 1084, 3198, 1029, 2020, 1226, 3365, 933, 1429, 949, 3230, 1035, 3361, 2949, 2181, 2212, 3703, 2863, 2852, 3093]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1674,1
1070,"[3481, 3173, 2335]","[1, 1, 1]",785,1
1071,"[597, 1722, 2145, 2469, 1101, 1888, 1088, 2633, 539, 3368, 339, 1286, 468, 2168, 1457, 2941, 2822, 1542, 207, 3122]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",925,1
1072,"[1294, 1358, 902, 150, 1240, 3100, 1213, 36, 1956, 1036, 3105, 1094, 2664, 938, 3379, 1266, 58, 1387, 898, 2791]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",296,1
1073,"[2369, 2541, 923, 1929, 1207, 527, 2996, 3469, 318, 262, 483, 919, 3095, 1945, 3271, 1704, 1224, 1280, 2943, 2966]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1293,1
1074,"[2763, 1722, 2407, 2470, 3178, 2788, 17, 1947, 534, 3753, 3448, 688, 1184, 780, 3066, 157, 2993, 1610, 1374, 2115]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",1101,1
1075,"[1221, 903, 750, 2186, 2351, 1104, 1252, 3730, 1219, 2677, 1248, 1203, 162, 1348, 913, 1084, 1041, 3007, 1945, 3365]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1228,1
1076,"[2860, 1784, 587, 1476, 500, 597, 380, 3253, 1020, 3261, 368, 1747, 351, 1405, 2108, 1777, 1517, 2683, 1614, 2002]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",3869,0
1077,"[300, 2664, 3196, 3871, 2529, 1673, 509, 34, 1517, 6, 953, 555, 3266, 902, 3098, 2791, 2398, 1610, 3578, 1729]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2096,1
1078,"[851, 381, 802, 2609, 412, 506, 1673, 454, 832, 1654, 253, 3176, 351, 2442, 3252, 2712, 1902, 537, 1417, 1487]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",3116,1
1079,"[247, 589, 2762, 1358, 373, 319, 3267, 1343, 3147, 377, 1834, 229, 2803, 490, 1892, 454, 1686, 230, 22, 1407]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",376,1
108,"[2948, 3578, 480, 3675, 1129, 648, 144, 1286, 3555, 2657, 266, 2792, 1544, 1977, 1976, 3911, 3913, 3948, 1449]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",3938,1
1080,"[1971, 1976, 1972, 1377, 592, 36, 2313, 3069, 3826, 1981, 2651, 2, 2212, 1949, 1801, 3678, 1267, 1085, 58, 597]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2640,1
1081,"[110, 151, 2762, 2396, 1556, 377, 2997, 2717, 2716, 1682, 2858, 3717, 3424, 293, 1573, 2571]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",2599,1
1082,"[105, 1727, 1515, 1214, 1198, 589, 2571, 1240, 1387, 1954, 3527, 1291, 1408, 1129, 3753, 2115, 2013, 541, 1097, 2529]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2455,1
1083,"[1371, 2948, 2947, 260, 2628, 484, 711, 34]","[0, 1, 1, 0, 0, 1, 1, 1]",2085,1
1084,"[736, 782, 350, 2881, 356, 110, 886, 21, 1610, 2006, 480, 1580, 1385, 380, 3208, 145, 648, 95, 780, 694]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",3020,1
1085,"[454, 3256, 733, 587, 225, 1092, 1299, 1225, 1231, 3361, 1258, 1132, 858, 2802, 1172, 2059, 2324]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",527,1
1086,"[2791, 1171, 277, 1544, 3717, 3536, 3328, 3623, 3317, 3535, 3355, 3826, 3148, 1358, 1250, 1228, 3948, 3912, 3897, 1876]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",3910,1
1087,"[1347, 2014, 1516, 1485, 2424, 2420, 1366, 2551, 2003, 1135, 2146, 3249, 3771, 3052, 1569, 317, 3355, 2141, 1552, 2135]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",1101,1
