item,user,rating,timestamp
336,61,1.0,1450310400
337,61,1.0,1454457600
338,61,5.0,1455840000
339,61,1.0,1463702400
340,61,5.0,1466640000
341,61,2.0,1467158400
18,62,5.0,1519776000
19,62,5.0,1519776000
20,62,5.0,1519776000
21,62,5.0,1519776000
22,62,5.0,1519776000
23,62,5.0,1519776000
24,62,5.0,1519776000
25,62,5.0,1519776000
1,63,4.0,1395619200
342,63,4.0,1395619200
343,63,4.0,1395619200
344,63,4.0,1397865600
345,63,5.0,1399852800
224,63,4.0,1402012800
346,63,4.0,1402012800
347,63,4.0,1417651200
348,63,5.0,1438214400
349,64,4.0,1413763200
350,64,3.0,1416528000
351,64,3.0,1421539200
352,64,3.0,1431302400
353,64,3.0,1433462400
354,64,3.0,1437609600
355,64,3.0,1445904000
356,64,3.0,1445904000
357,64,5.0,1447372800
358,64,4.0,1451433600
359,64,2.0,1466726400
360,64,4.0,1468195200
361,64,1.0,1492992000
362,65,5.0,1461369600
324,65,5.0,1462492800
363,65,5.0,1462492800
364,65,5.0,1466553600
365,65,2.0,1466553600
366,65,5.0,1468627200
367,65,4.0,1468627200
368,66,3.0,1452816000
369,66,3.0,1452816000
370,66,4.0,1454198400
371,66,4.0,1459296000
372,66,4.0,1460937600
373,66,4.0,1461715200
374,66,5.0,1485648000
375,66,4.0,1501632000
376,67,4.0,1427673600
377,67,3.0,1427673600
378,67,4.0,1453766400
379,67,4.0,1453766400
380,67,3.0,1467504000
381,67,3.0,1467504000
382,67,3.0,1477872000
383,68,5.0,1421107200
384,68,5.0,1422921600
385,68,5.0,1424304000
386,68,5.0,1429574400
387,68,3.0,1439510400
388,68,5.0,1459296000
389,68,4.0,1460419200
390,68,5.0,1486080000
391,69,3.0,1467244800
392,69,3.0,1467244800
393,69,5.0,1467244800
394,69,5.0,1471910400
395,69,2.0,1475193600
396,69,5.0,1475193600
397,69,3.0,1475193600
18,70,5.0,1515369600
19,70,5.0,1515369600
20,70,5.0,1515369600
21,70,5.0,1515369600
22,70,5.0,1515369600
23,70,5.0,1515369600
24,70,5.0,1515369600
25,70,5.0,1515369600
398,71,5.0,1420675200
399,71,5.0,1422057600
400,71,5.0,1422057600
401,71,5.0,1424390400
402,71,5.0,1429228800
403,71,4.0,1443830400
404,71,5.0,1471046400
18,72,5.0,1502064000
19,72,5.0,1502064000
20,72,5.0,1502064000
21,72,5.0,1502064000
22,72,5.0,1502064000
23,72,5.0,1502064000
24,72,5.0,1502064000
25,72,5.0,1502064000
18,73,5.0,1493164800
19,73,5.0,1493164800
20,73,5.0,1493164800
21,73,5.0,1493164800
22,73,5.0,1493164800
23,73,5.0,1493164800
24,73,5.0,1493164800
25,73,5.0,1493164800
405,74,1.0,1450742400
406,74,5.0,1451865600
407,74,2.0,1452124800
408,74,1.0,1455148800
409,74,5.0,1468368000
410,74,5.0,1470441600
411,74,5.0,1473206400
412,74,3.0,1504742400
413,74,5.0,1505174400
414,75,5.0,1420243200
415,75,5.0,1420243200
416,75,5.0,1420243200
417,75,1.0,1422403200
353,75,5.0,1424908800
418,75,3.0,1462320000
419,75,5.0,1462320000
420,76,5.0,1447545600
151,76,5.0,1450828800
416,76,5.0,1450828800
421,76,1.0,1451174400
422,76,5.0,1453161600
423,76,5.0,1453593600
424,76,5.0,1460332800
425,76,3.0,1465171200
18,77,3.0,1475971200
19,77,3.0,1475971200
20,77,3.0,1475971200
21,77,3.0,1475971200
22,77,3.0,1475971200
23,77,3.0,1475971200
24,77,3.0,1475971200
25,77,3.0,1475971200
426,78,5.0,1426118400
427,78,4.0,1426118400
428,78,1.0,1427328000
429,78,1.0,1440028800
430,78,3.0,1440028800
431,78,1.0,1445212800
432,78,5.0,1445212800
433,78,5.0,1445212800
0,78,4.0,1449532800
434,78,1.0,1449532800
18,79,3.0,1500076800
19,79,3.0,1500076800
20,79,3.0,1500076800
21,79,3.0,1500076800
22,79,3.0,1500076800
23,79,3.0,1500076800
24,79,3.0,1500076800
25,79,3.0,1500076800
18,80,5.0,1513468800
19,80,5.0,1513468800
20,80,5.0,1513468800
21,80,5.0,1513468800
22,80,5.0,1513468800
23,80,5.0,1513468800
24,80,5.0,1513468800
25,80,5.0,1513468800
435,81,4.0,1416873600
436,81,5.0,1452643200
437,81,5.0,1452643200
438,81,3.0,1452643200
439,81,3.0,1452643200
440,81,4.0,1453248000
441,81,4.0,1453248000
262,82,5.0,1447027200
442,82,4.0,1448409600
420,82,5.0,1455408000
425,82,5.0,1459296000
151,82,5.0,1459296000
424,82,5.0,1459296000
443,82,5.0,1459296000
444,83,5.0,1412035200
445,83,5.0,1431043200
446,83,5.0,1432771200
447,83,5.0,1434672000
448,83,4.0,1434672000
449,83,5.0,1438905600
450,83,5.0,1477958400
258,84,1.0,1461369600
451,84,2.0,1461369600
452,84,5.0,1462579200
347,84,5.0,1473638400
453,84,4.0,1476576000
454,84,5.0,1476576000
455,84,3.0,1477612800
456,84,3.0,1477872000
457,85,3.0,1409011200
458,85,4.0,1410393600
459,85,3.0,1411948800
460,85,5.0,1412380800
461,85,5.0,1412380800
462,85,1.0,1414281600
463,85,1.0,1414281600
464,85,3.0,1414281600
465,85,2.0,1416787200
466,85,4.0,1438905600
15,85,5.0,1449446400
168,85,5.0,1449446400
467,85,5.0,1449446400
18,86,1.0,1483488000
19,86,1.0,1483488000
20,86,1.0,1483488000
21,86,1.0,1483488000
22,86,1.0,1483488000
23,86,1.0,1483488000
24,86,1.0,1483488000
25,86,1.0,1483488000
468,87,5.0,1426118400
469,87,5.0,1426982400
470,87,5.0,1426982400
471,87,4.0,1427760000
472,87,5.0,1428624000
473,87,5.0,1428624000
474,87,3.0,1429401600
475,87,3.0,1432512000
476,87,5.0,1438214400
477,87,4.0,1481155200
478,88,3.0,1473292800
479,88,5.0,1478131200
480,88,4.0,1479254400
481,88,4.0,1479254400
482,88,5.0,1481760000
483,88,5.0,1483401600
484,88,5.0,1483401600
485,88,5.0,1485216000
486,89,5.0,1413936000
346,89,5.0,1413936000
487,89,5.0,1415923200
488,89,5.0,1418083200
281,89,5.0,1424822400
489,89,5.0,1454284800
490,89,5.0,1454284800
491,90,5.0,1443398400
492,90,3.0,1443398400
493,90,4.0,1443398400
494,90,3.0,1456358400
495,90,5.0,1456358400
496,90,5.0,1456358400
497,90,4.0,1456358400
498,91,4.0,1373414400
499,91,4.0,1373414400
500,91,5.0,1386028800
188,91,5.0,1386028800
501,91,5.0,1386028800
502,91,5.0,1391385600
188,91,5.0,1391385600
503,92,1.0,1467244800
504,92,1.0,1467417600
505,92,5.0,1467417600
506,92,1.0,1469404800
507,92,1.0,1473206400
508,92,4.0,1473206400
509,92,5.0,1474329600
510,93,5.0,1401840000
511,93,2.0,1436313600
512,93,4.0,1522540800
513,93,4.0,1522540800
512,93,4.0,1522540800
513,93,4.0,1522540800
514,93,5.0,1522540800
21,94,3.0,1526342400
22,94,3.0,1526342400
23,94,3.0,1526342400
24,94,3.0,1526342400
25,94,3.0,1526342400
18,94,3.0,1526342400
19,94,3.0,1526342400
20,94,3.0,1526342400
328,95,4.0,1441929600
515,95,4.0,1442880000
516,95,4.0,1443830400
517,95,4.0,1445904000
518,95,4.0,1449187200
519,95,5.0,1449964800
520,95,3.0,1458432000
521,95,5.0,1458432000
522,95,4.0,1470096000
523,95,3.0,1479772800
524,96,5.0,1446854400
525,96,5.0,1446854400
526,96,5.0,1446854400
527,96,5.0,1447977600
528,96,5.0,1447977600
529,96,5.0,1447977600
530,96,5.0,1453507200
531,96,1.0,1462579200
532,97,3.0,1406505600
533,97,4.0,1407024000
534,97,2.0,1407024000
535,97,3.0,1407024000
536,97,4.0,1407024000
537,97,3.0,1424304000
538,97,3.0,1425600000
539,97,2.0,1428796800
540,97,4.0,1431216000
541,97,2.0,1440720000
18,98,5.0,1466035200
19,98,5.0,1466035200
20,98,5.0,1466035200
21,98,5.0,1466035200
22,98,5.0,1466035200
23,98,5.0,1466035200
24,98,5.0,1466035200
25,98,5.0,1466035200
353,99,5.0,1415836800
542,99,5.0,1432166400
543,99,5.0,1435881600
544,99,5.0,1437436800
545,99,5.0,1437436800
546,99,5.0,1442361600
547,99,3.0,1445212800
548,99,5.0,1445212800
549,99,5.0,1457049600
550,99,5.0,1461628800
551,99,4.0,1468972800
552,99,3.0,1475280000
553,99,5.0,1488931200
554,100,5.0,1470009600
555,100,5.0,1470009600
18,100,5.0,1502150400
19,100,5.0,1502150400
20,100,5.0,1502150400
21,100,5.0,1502150400
22,100,5.0,1502150400
23,100,5.0,1502150400
24,100,5.0,1502150400
25,100,5.0,1502150400
18,101,5.0,1462320000
19,101,5.0,1462320000
20,101,5.0,1462320000
21,101,5.0,1462320000
22,101,5.0,1462320000
23,101,5.0,1462320000
24,101,5.0,1462320000
25,101,5.0,1462320000
556,102,5.0,1475625600
557,102,5.0,1475625600
558,102,5.0,1478476800
559,102,4.0,1478822400
560,102,3.0,1481932800
561,102,5.0,1483056000
562,102,4.0,1483056000
563,103,5.0,1403654400
564,103,4.0,1403654400
565,103,4.0,1412208000
566,103,4.0,1432512000
567,103,5.0,1469836800
568,103,5.0,1470528000
569,103,5.0,1476576000
570,103,5.0,1476576000
571,104,5.0,1453766400
572,104,5.0,1453766400
573,104,5.0,1453766400
574,104,5.0,1453766400
495,104,5.0,1454025600
151,104,5.0,1454025600
545,104,5.0,1454025600
258,104,5.0,1456185600
575,104,3.0,1456185600
576,104,5.0,1456531200
18,105,5.0,1523836800
19,105,5.0,1523836800
20,105,5.0,1523836800
21,105,5.0,1523836800
22,105,5.0,1523836800
23,105,5.0,1523836800
24,105,5.0,1523836800
25,105,5.0,1523836800
577,106,5.0,1425859200
578,106,5.0,1455408000
579,106,5.0,1455408000
580,106,5.0,1464048000
581,106,5.0,1464048000
582,106,5.0,1464048000
583,106,5.0,1464048000
584,106,5.0,1464048000
585,106,5.0,1466899200
586,107,5.0,1430956800
587,107,5.0,1441065600
588,107,5.0,1441065600
589,107,5.0,1443657600
590,107,5.0,1443744000
591,107,3.0,1447113600
592,107,5.0,1451606400
593,107,5.0,1451606400
594,107,5.0,1452470400
595,107,3.0,1459814400
596,107,5.0,1459814400
597,107,5.0,1459814400
506,107,4.0,1471046400
598,107,4.0,1471046400
599,107,5.0,1479513600
600,108,2.0,1421798400
601,108,5.0,1496793600
602,108,2.0,1497484800
603,108,5.0,1497484800
604,108,4.0,1497484800
605,108,5.0,1500336000
606,108,3.0,1500336000
607,108,2.0,1500336000
608,108,4.0,1500336000
609,108,2.0,1500336000
610,108,5.0,1507075200
611,109,5.0,1415318400
612,109,4.0,1458086400
613,109,4.0,1458604800
614,109,5.0,1475107200
615,109,5.0,1475107200
616,109,5.0,1500595200
617,109,5.0,1514419200
618,110,3.0,1460764800
619,110,4.0,1465776000
620,110,4.0,1465776000
621,110,4.0,1465776000
622,110,4.0,1465776000
623,110,3.0,1465776000
624,110,5.0,1478736000
625,110,3.0,1478736000
626,111,5.0,1414627200
627,111,3.0,1443052800
628,111,5.0,1443052800
629,111,5.0,1479513600
630,111,4.0,1481673600
631,111,2.0,1516147200
632,111,5.0,1516147200
18,112,1.0,1511049600
19,112,1.0,1511049600
20,112,1.0,1511049600
21,112,1.0,1511049600
22,112,1.0,1511049600
23,112,1.0,1511049600
24,112,1.0,1511049600
25,112,1.0,1511049600
633,113,2.0,1440374400
634,113,4.0,1440374400
635,113,2.0,1440374400
636,113,5.0,1440374400
637,113,5.0,1449100800
638,113,3.0,1449100800
639,113,4.0,1466208000
640,113,4.0,1503014400
641,113,3.0,1525392000
642,113,3.0,1525392000
643,114,5.0,1479859200
644,114,5.0,1481760000
645,114,5.0,1481760000
646,114,5.0,1487203200
647,114,5.0,1487203200
414,114,5.0,1487203200
648,114,5.0,1487203200
649,114,5.0,1487289600
650,114,5.0,1488240000
651,114,5.0,1488585600
652,114,2.0,1490227200
653,114,5.0,1491264000
654,114,5.0,1493683200
655,114,5.0,1496880000
656,115,5.0,1400371200
657,115,5.0,1424131200
658,115,5.0,1453507200
659,115,4.0,1463702400
660,115,5.0,1464998400
661,115,4.0,1465257600
529,115,5.0,1477785600
662,116,4.0,1470614400
663,116,5.0,1470614400
664,116,5.0,1470614400
665,116,3.0,1470614400
666,116,5.0,1470614400
667,116,5.0,1470614400
668,116,5.0,1470614400
495,117,2.0,1423180800
669,117,5.0,1423180800
670,117,3.0,1424649600
671,117,5.0,1427328000
534,117,5.0,1427328000
672,117,5.0,1431302400
673,117,5.0,1433721600
674,118,3.0,1444780800
675,118,4.0,1461283200
676,118,3.0,1461283200
677,118,4.0,1471046400
678,118,3.0,1476489600
679,118,3.0,1497830400
680,118,5.0,1517702400
681,119,5.0,1440633600
682,119,5.0,1449964800
683,119,4.0,1451347200
684,119,5.0,1452384000
685,119,5.0,1460678400
686,119,5.0,1462147200
687,119,4.0,1465776000
688,119,5.0,1467244800
689,119,5.0,1469923200
690,119,4.0,1477440000
691,119,4.0,1500854400
18,120,3.0,1523232000
19,120,3.0,1523232000
20,120,3.0,1523232000
21,120,3.0,1523232000
22,120,3.0,1523232000
23,120,3.0,1523232000
24,120,3.0,1523232000
25,120,3.0,1523232000
692,121,2.0,1443830400
693,121,4.0,1443830400
694,121,4.0,1456012800
695,121,3.0,1460505600
696,121,4.0,1462752000
697,121,4.0,1463097600
698,121,3.0,1494374400
699,121,4.0,1495152000
18,122,5.0,1523059200
19,122,5.0,1523059200
20,122,5.0,1523059200
21,122,5.0,1523059200
22,122,5.0,1523059200
23,122,5.0,1523059200
24,122,5.0,1523059200
25,122,5.0,1523059200
259,123,3.0,1443657600
700,123,5.0,1444348800
701,123,5.0,1444348800
702,123,4.0,1444953600
703,123,4.0,1445040000
347,123,2.0,1445472000
704,123,4.0,1445472000
145,123,4.0,1446768000
705,123,4.0,1447977600
706,123,2.0,1451174400
707,123,4.0,1451174400
708,123,5.0,1451174400
709,124,5.0,1457481600
710,124,2.0,1464652800
711,124,5.0,1471132800
712,124,3.0,1476748800
713,124,5.0,1493683200
714,124,4.0,1506384000
715,124,2.0,1516838400
716,125,5.0,1423008000
717,125,4.0,1423008000
154,125,5.0,1429574400
718,125,5.0,1429574400
719,125,5.0,1429574400
720,125,5.0,1429574400
146,125,4.0,1450569600
422,125,5.0,1457740800
721,125,5.0,1488758400
373,125,5.0,1488844800
722,126,4.0,1452124800
723,126,4.0,1452124800
724,126,5.0,1461024000
725,126,5.0,1461024000
726,126,3.0,1471564800
727,126,4.0,1476662400
728,126,5.0,1486598400
729,127,1.0,1427241600
730,127,4.0,1462924800
278,127,4.0,1464134400
260,127,5.0,1465603200
731,127,5.0,1466640000
732,127,5.0,1469836800
733,127,5.0,1469836800
18,128,4.0,1480809600
19,128,4.0,1480809600
20,128,4.0,1480809600
21,128,4.0,1480809600
22,128,4.0,1480809600
23,128,4.0,1480809600
24,128,4.0,1480809600
25,128,4.0,1480809600
734,128,4.0,1483142400
735,129,5.0,1405900800
736,129,5.0,1420243200
417,129,1.0,1420243200
353,129,5.0,1420243200
737,129,1.0,1420243200
